-8.241097442805767059e-03,-2.054727524518966675e-01,-2.692421153187751770e-02,8.940637856721878052e-02,-9.322283416986465454e-02,-1.946980878710746765e-02,-1.304839104413986206e-01,1.769576221704483032e-02,-4.280347004532814026e-02,7.038623094558715820e-01,-5.110424160957336426e-01,-5.749459266662597656e-01,5.138015747070312500e-01,4.846170917153358459e-02,1.769602000713348389e-01,2.746105007827281952e-02,-3.745461106300354004e-01,-1.918276399374008179e-02,3.820234537124633789e-02,-3.132777512073516846e-01,-2.260915189981460571e-01,-1.074235048145055771e-02,2.529739737510681152e-01,-5.369657278060913086e-02,-3.747525811195373535e-01,3.279922157526016235e-02,3.048458322882652283e-02,5.450680851936340332e-01,-1.408730745315551758e-01,-8.436921983957290649e-02,-1.707277148962020874e-01,3.733230754733085632e-03,-1.165719032287597656e-01,1.698858737945556641e-01,-3.725857436656951904e-01,3.816198706626892090e-01,-6.866386532783508301e-02,-2.415750473737716675e-01,6.281328946352005005e-02,3.609404563903808594e-01,-5.216445326805114746e-01,1.319050788879394531e-02,-7.885162830352783203e-01,5.429929494857788086e-01,1.252069510519504547e-02,-3.092697560787200928e-01,-3.756546974182128906e-01,-2.264593988656997681e-01,-4.125855490565299988e-02,7.243532687425613403e-02,-2.908768057823181152e-01,-7.495453208684921265e-02,2.022261619567871094e-01,3.320457339286804199e-01,6.846650242805480957e-01,-8.950362205505371094e-01,5.352247953414916992e-01,-1.200623512268066406e-01,-3.777605295181274414e-01,3.956791758537292480e-01,-5.320885777473449707e-01,2.384977191686630249e-01,-9.054235368967056274e-02,5.346956849098205566e-01,-4.038481712341308594e-01
-1.021044887602329254e-02,-2.238069921731948853e-01,-2.800841815769672394e-02,1.006526947021484375e-01,-1.035137772560119629e-01,-2.252165228128433228e-02,-1.437941193580627441e-01,2.153737470507621765e-02,-4.401599988341331482e-02,7.694305181503295898e-01,-5.536675453186035156e-01,-6.252260208129882812e-01,5.600191354751586914e-01,5.440608039498329163e-02,1.943317651748657227e-01,3.003420680761337280e-02,-4.111608564853668213e-01,-1.523666083812713623e-02,4.253774881362915039e-02,-3.387764394283294678e-01,-2.509452104568481445e-01,-8.941000327467918396e-03,2.769231200218200684e-01,-5.684870854020118713e-02,-4.120134413242340088e-01,3.640336543321609497e-02,3.510290756821632385e-02,5.989402532577514648e-01,-1.546520590782165527e-01,-8.716657012701034546e-02,-1.854327321052551270e-01,1.237593591213226318e-03,-1.270649284124374390e-01,1.858236491680145264e-01,-4.086296558380126953e-01,4.128441214561462402e-01,-7.752843201160430908e-02,-2.627244293689727783e-01,7.478312402963638306e-02,3.981603980064392090e-01,-5.673083066940307617e-01,1.708295568823814392e-02,-8.597345948219299316e-01,5.892485380172729492e-01,1.505523920059204102e-02,-3.415880203247070312e-01,-4.118444621562957764e-01,-2.494217753410339355e-01,-4.679942131042480469e-02,8.235664665699005127e-02,-3.261590600013732910e-01,-8.259347826242446899e-02,2.198645621538162231e-01,3.610681593418121338e-01,7.464844584465026855e-01,-9.780901074409484863e-01,5.837814211845397949e-01,-1.315458714962005615e-01,-4.084208309650421143e-01,4.349942803382873535e-01,-5.780585408210754395e-01,2.616857290267944336e-01,-1.025036200881004333e-01,5.812979936599731445e-01,-4.366639256477355957e-01
-9.357981383800506592e-03,-2.025347352027893066e-01,-2.813244424760341644e-02,9.183008968830108643e-02,-9.394641220569610596e-02,-1.789285615086555481e-02,-1.271163821220397949e-01,1.807395368814468384e-02,-4.755945503711700439e-02,7.115029096603393555e-01,-5.112133622169494629e-01,-5.723068714141845703e-01,5.162655115127563477e-01,4.987454786896705627e-02,1.782855838537216187e-01,3.277861326932907104e-02,-3.772069513797760010e-01,-1.902198791503906250e-02,4.416209459304809570e-02,-3.130081892013549805e-01,-2.268974184989929199e-01,-8.962838910520076752e-03,2.513513565063476562e-01,-5.422798916697502136e-02,-3.798337876796722412e-01,3.419198468327522278e-02,3.379260003566741943e-02,5.536828041076660156e-01,-1.407466232776641846e-01,-8.505950868129730225e-02,-1.739046722650527954e-01,3.406107425689697266e-04,-1.187961846590042114e-01,1.654423177242279053e-01,-3.736156821250915527e-01,3.827861547470092773e-01,-6.853070110082626343e-02,-2.400212436914443970e-01,6.134055927395820618e-02,3.664670288562774658e-01,-5.218194723129272461e-01,8.401215076446533203e-03,-7.920431494712829590e-01,5.480574965476989746e-01,1.344759576022624969e-02,-3.111045360565185547e-01,-3.831633627414703369e-01,-2.291046082973480225e-01,-4.008115828037261963e-02,7.100334763526916504e-02,-2.937788963317871094e-01,-7.666727900505065918e-02,1.995537579059600830e-01,3.313792645931243896e-01,6.874817609786987305e-01,-9.025096297264099121e-01,5.376252532005310059e-01,-1.251738071441650391e-01,-3.764949142932891846e-01,3.990479707717895508e-01,-5.385328531265258789e-01,2.371148318052291870e-01,-8.973005414009094238e-02,5.353743433952331543e-01,-4.082862436771392822e-01
-1.132405735552310944e-02,-2.246255576610565186e-01,-2.850212529301643372e-02,1.020712405443191528e-01,-1.049220636487007141e-01,-1.940893754363059998e-02,-1.431243866682052612e-01,1.962704956531524658e-02,-4.400480911135673523e-02,7.675063014030456543e-01,-5.523643493652343750e-01,-6.248725652694702148e-01,5.590121746063232422e-01,5.328905209898948669e-02,1.944029182195663452e-01,2.993746101856231689e-02,-4.110798537731170654e-01,-1.181796565651893616e-02,4.072771221399307251e-02,-3.379244208335876465e-01,-2.533488571643829346e-01,-7.360415533185005188e-03,2.744892537593841553e-01,-5.540020391345024109e-02,-4.143097996711730957e-01,3.526607900857925415e-02,3.685928881168365479e-02,6.005135774612426758e-01,-1.513504683971405029e-01,-8.455071598291397095e-02,-1.859571337699890137e-01,5.692578852176666260e-04,-1.274366974830627441e-01,1.843932569026947021e-01,-4.075824916362762451e-01,4.104274213314056396e-01,-7.720103859901428223e-02,-2.614863216876983643e-01,7.772640883922576904e-02,3.994006216526031494e-01,-5.654296278953552246e-01,1.876161620020866394e-02,-8.561958074569702148e-01,5.867378115653991699e-01,1.481011603027582169e-02,-3.425243496894836426e-01,-4.094866812229156494e-01,-2.511128783226013184e-01,-4.683973640203475952e-02,8.300308138132095337e-02,-3.297019898891448975e-01,-8.390539884567260742e-02,2.198566943407058716e-01,3.603867590427398682e-01,7.454690933227539062e-01,-9.781973958015441895e-01,5.816802978515625000e-01,-1.320015043020248413e-01,-4.073657691478729248e-01,4.336323440074920654e-01,-5.752502083778381348e-01,2.644353508949279785e-01,-1.044839695096015930e-01,5.782307982444763184e-01,-4.348308742046356201e-01
-9.660689160227775574e-03,-2.200999259948730469e-01,-2.809859812259674072e-02,9.905417263507843018e-02,-9.954027831554412842e-02,-2.094078436493873596e-02,-1.404789090156555176e-01,2.099912613630294800e-02,-4.334170371294021606e-02,7.584946751594543457e-01,-5.468494892120361328e-01,-6.159480810165405273e-01,5.533390045166015625e-01,5.299565941095352173e-02,1.926143020391464233e-01,2.962063625454902649e-02,-4.035157263278961182e-01,-1.760668307542800903e-02,4.447706788778305054e-02,-3.350181877613067627e-01,-2.443811893463134766e-01,-1.067491713911294937e-02,2.743336260318756104e-01,-5.564362183213233948e-02,-4.038680493831634521e-01,3.704266995191574097e-02,3.297882899641990662e-02,5.870504975318908691e-01,-1.533736884593963623e-01,-8.801094442605972290e-02,-1.833482086658477783e-01,3.553183749318122864e-03,-1.255421638488769531e-01,1.827000379562377930e-01,-4.008475542068481445e-01,4.081769287586212158e-01,-7.480333745479583740e-02,-2.605565488338470459e-01,6.762722879648208618e-02,3.917480409145355225e-01,-5.586088299751281738e-01,1.418501138687133789e-02,-8.503640294075012207e-01,5.836307406425476074e-01,1.512773707509040833e-02,-3.356484174728393555e-01,-4.073434770107269287e-01,-2.446293234825134277e-01,-4.679870232939720154e-02,8.016996085643768311e-02,-3.157792091369628906e-01,-7.984905689954757690e-02,2.162140756845474243e-01,3.558459281921386719e-01,7.352992892265319824e-01,-9.636663794517517090e-01,5.755735635757446289e-01,-1.280274093151092529e-01,-4.036931991577148438e-01,4.273000061511993408e-01,-5.713059306144714355e-01,2.549129724502563477e-01,-9.822313487529754639e-02,5.748742222785949707e-01,-4.314008355140686035e-01
-1.129917800426483154e-02,-2.245738804340362549e-01,-2.842694707214832306e-02,1.024563089013099670e-01,-1.042926758527755737e-01,-2.135695144534111023e-02,-1.436964869499206543e-01,2.146697416901588440e-02,-4.405213147401809692e-02,7.747356295585632324e-01,-5.552198886871337891e-01,-6.276171803474426270e-01,5.640056729316711426e-01,5.536558106541633606e-02,1.949593275785446167e-01,2.979740127921104431e-02,-4.133263826370239258e-01,-1.439081132411956787e-02,4.413835331797599792e-02,-3.396283090114593506e-01,-2.531129717826843262e-01,-8.840052410960197449e-03,2.763717770576477051e-01,-5.660546943545341492e-02,-4.151044785976409912e-01,3.637821227312088013e-02,3.583889827132225037e-02,6.047904491424560547e-01,-1.536153405904769897e-01,-8.620032668113708496e-02,-1.875686347484588623e-01,6.798189133405685425e-04,-1.279627531766891479e-01,1.859263330698013306e-01,-4.095267653465270996e-01,4.148633778095245361e-01,-7.757771015167236328e-02,-2.636827528476715088e-01,7.550168782472610474e-02,4.016411006450653076e-01,-5.697103738784790039e-01,1.673961989581584930e-02,-8.643789291381835938e-01,5.920112133026123047e-01,1.681658253073692322e-02,-3.434007465839385986e-01,-4.147433340549468994e-01,-2.526839077472686768e-01,-4.691434651613235474e-02,8.285538852214813232e-02,-3.285496830940246582e-01,-8.297532051801681519e-02,2.211479246616363525e-01,3.616598546504974365e-01,7.509814500808715820e-01,-9.835988879203796387e-01,5.869735479354858398e-01,-1.327391862869262695e-01,-4.103100001811981201e-01,4.371530413627624512e-01,-5.820725560188293457e-01,2.637785971164703369e-01,-1.046001315116882324e-01,5.837914347648620605e-01,-4.377471506595611572e-01
-1.039940677583217621e-02,-2.206101864576339722e-01,-2.834771946072578430e-02,9.960574656724929810e-02,-1.003890782594680786e-01,-1.998384296894073486e-02,-1.404687464237213135e-01,2.052832394838333130e-02,-4.380802065134048462e-02,7.578629255294799805e-01,-5.456019043922424316e-01,-6.152309775352478027e-01,5.524599552154541016e-01,5.421775206923484802e-02,1.909115463495254517e-01,2.871335484087467194e-02,-4.040263593196868896e-01,-1.541148126125335693e-02,4.344603791832923889e-02,-3.333087861537933350e-01,-2.465068697929382324e-01,-9.312595240771770477e-03,2.707332074642181396e-01,-5.459690093994140625e-02,-4.059888422489166260e-01,3.523873910307884216e-02,3.472147136926651001e-02,5.908312201499938965e-01,-1.489918529987335205e-01,-8.537744730710983276e-02,-1.834281533956527710e-01,1.434551551938056946e-03,-1.246093437075614929e-01,1.803122609853744507e-01,-4.004794657230377197e-01,4.068267345428466797e-01,-7.515626400709152222e-02,-2.585321366786956787e-01,7.096420228481292725e-02,3.929611742496490479e-01,-5.577859282493591309e-01,1.642335951328277588e-02,-8.480590581893920898e-01,5.808471441268920898e-01,1.674785837531089783e-02,-3.341522514820098877e-01,-4.055910110473632812e-01,-2.460570037364959717e-01,-4.565879330039024353e-02,8.015023916959762573e-02,-3.182965219020843506e-01,-8.149425685405731201e-02,2.173310220241546631e-01,3.545886576175689697e-01,7.355643510818481445e-01,-9.628818631172180176e-01,5.751666426658630371e-01,-1.293388903141021729e-01,-4.039375185966491699e-01,4.261103570461273193e-01,-5.693939328193664551e-01,2.571710944175720215e-01,-1.011936292052268982e-01,5.720111131668090820e-01,-4.304297864437103271e-01
-4.160186275839805603e-03,-1.838128715753555298e-01,-2.559303678572177887e-02,7.544174790382385254e-02,-7.986975461244583130e-02,-1.758389919996261597e-02,-1.125250607728958130e-01,1.585784927010536194e-02,-3.923086076974868774e-02,6.296172142028808594e-01,-4.602793753147125244e-01,-5.143380761146545410e-01,4.582412540912628174e-01,4.492549598217010498e-02,1.551692038774490356e-01,2.377927117049694061e-02,-3.290122449398040771e-01,-2.134128287434577942e-02,3.521765395998954773e-02,-2.803922295570373535e-01,-1.963048726320266724e-01,-1.465728599578142166e-02,2.234538197517395020e-01,-4.980550706386566162e-02,-3.300272822380065918e-01,2.941287308931350708e-02,2.619349211454391479e-02,4.831114709377288818e-01,-1.240044310688972473e-01,-7.914051413536071777e-02,-1.511955857276916504e-01,3.270095214247703552e-03,-1.018663570284843445e-01,1.499087810516357422e-01,-3.278932571411132812e-01,3.449423611164093018e-01,-5.660148710012435913e-02,-2.149308770895004272e-01,4.750537127256393433e-02,3.191511034965515137e-01,-4.658513367176055908e-01,8.660109713673591614e-03,-7.073821425437927246e-01,4.888387322425842285e-01,1.170720905065536499e-02,-2.670120298862457275e-01,-3.339193165302276611e-01,-1.976828277111053467e-01,-3.505617007613182068e-02,5.938529223203659058e-02,-2.464809715747833252e-01,-6.342799216508865356e-02,1.811339259147644043e-01,2.971460819244384766e-01,6.126320958137512207e-01,-7.960712909698486328e-01,4.807226657867431641e-01,-1.071013808250427246e-01,-3.428170680999755859e-01,3.502993583679199219e-01,-4.766945838928222656e-01,2.073276042938232422e-01,-7.693518698215484619e-02,4.788194596767425537e-01,-3.652239441871643066e-01
-9.539138525724411011e-03,-2.181658893823623657e-01,-2.776528708636760712e-02,9.713020175695419312e-02,-1.003173962235450745e-01,-2.066251635551452637e-02,-1.383166313171386719e-01,1.877185329794883728e-02,-4.183318465948104858e-02,7.451692223548889160e-01,-5.379091501235961914e-01,-6.076787114143371582e-01,5.423523187637329102e-01,5.267063155770301819e-02,1.888246089220046997e-01,2.943213470280170441e-02,-3.980619907379150391e-01,-1.289055496454238892e-02,4.021232575178146362e-02,-3.302821815013885498e-01,-2.437661141157150269e-01,-9.489293210208415985e-03,2.678321599960327148e-01,-5.480672791600227356e-02,-4.000668525695800781e-01,3.591522201895713806e-02,3.374334052205085754e-02,5.792970657348632812e-01,-1.494518965482711792e-01,-8.396485447883605957e-02,-1.798746287822723389e-01,5.980208516120910645e-04,-1.225151121616363525e-01,1.806537955999374390e-01,-3.947848677635192871e-01,4.002123177051544189e-01,-7.272978127002716064e-02,-2.549503147602081299e-01,7.303131371736526489e-02,3.859476447105407715e-01,-5.498739480972290039e-01,1.688540354371070862e-02,-8.329007029533386230e-01,5.713089704513549805e-01,1.333204377442598343e-02,-3.312267959117889404e-01,-3.977167010307312012e-01,-2.417960464954376221e-01,-4.544095322489738464e-02,7.836109399795532227e-02,-3.148048818111419678e-01,-7.996658235788345337e-02,2.131042629480361938e-01,3.522217869758605957e-01,7.237098217010498047e-01,-9.496443271636962891e-01,5.667207241058349609e-01,-1.273782253265380859e-01,-3.963186442852020264e-01,4.211494028568267822e-01,-5.590137839317321777e-01,2.544108331203460693e-01,-9.880011528730392456e-02,5.636370778083801270e-01,-4.233310818672180176e-01
-1.111442409455776215e-02,-2.272628396749496460e-01,-2.852723002433776855e-02,1.034205555915832520e-01,-1.040670499205589294e-01,-2.103046141564846039e-02,-1.461567729711532593e-01,2.164444699883460999e-02,-4.426602274179458618e-02,7.804103493690490723e-01,-5.615310668945312500e-01,-6.339038610458374023e-01,5.686085820198059082e-01,5.477149784564971924e-02,1.980666965246200562e-01,3.054101765155792236e-02,-4.168800711631774902e-01,-1.451030001044273376e-02,4.313106834888458252e-02,-3.427439332008361816e-01,-2.557676732540130615e-01,-8.244847878813743591e-03,2.818593084812164307e-01,-5.739309266209602356e-02,-4.178643226623535156e-01,3.749623894691467285e-02,3.563596308231353760e-02,6.069321036338806152e-01,-1.570259183645248413e-01,-8.755627274513244629e-02,-1.882706433534622192e-01,1.646533608436584473e-03,-1.300128102302551270e-01,1.878791600465774536e-01,-4.139964580535888672e-01,4.170652031898498535e-01,-7.873208820819854736e-02,-2.661779820919036865e-01,7.525764405727386475e-02,4.046685099601745605e-01,-5.744529366493225098e-01,1.759984344244003296e-02,-8.711798787117004395e-01,5.971338152885437012e-01,1.554448716342449188e-02,-3.486547470092773438e-01,-4.175906181335449219e-01,-2.531712353229522705e-01,-4.849120602011680603e-02,8.454479277133941650e-02,-3.322021365165710449e-01,-8.327835798263549805e-02,2.218609899282455444e-01,3.662644028663635254e-01,7.561349272727966309e-01,-9.931541681289672852e-01,5.900413393974304199e-01,-1.330264657735824585e-01,-4.135494232177734375e-01,4.402472972869873047e-01,-5.852614641189575195e-01,2.658765017986297607e-01,-1.040916815400123596e-01,5.894144773483276367e-01,-4.423933327198028564e-01
